from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5793266;5931308;373;26122;110;70;24368;143;117;31080;143;126;35113;53;33178;46;31401;30
5793267;5931308;384;26897;110;70;24368;154;128;31854;162;136;30590;53;33973;46;32196;30
5793268;5931308;390;27295;115;73;27384;165;148;32364;167;142;30988;54;34199;47;32423;31
5793269;5931308;397;27815;116;73;27344;172;133;40306;165;129;42293;57;33011;50;31235;35
5793270;5931308;395;27635;116;73;27344;167;131;40125;165;127;42113;57;36089;50;36182;35
5795164;5931308;393;27496;109;69;25885;110;85;31860;125;95;38978;50;33035;44;33035;28
5795165;5931308;394;27577;109;69;25885;112;86;31941;125;96;39060;50;34811;44;34811;28
5795166;5931308;393;27507;105;66;24361;110;85;31871;125;95;38990;53;34660;47;34660;30
5795167;5931308;370;25873;106;67;24598;97;75;30263;119;85;37381;50;33046;44;33046;28
5795168;5931308;370;25874;105;66;24385;97;75;30263;119;85;37382;52;33608;46;33608;29
5795169;5931308;371;25955;105;66;24385;97;76;30358;119;86;37476;52;33830;46;33830;29
5795170;5931308;369;25803;105;66;24323;143;113;30760;138;121;34794;52;32387;45;30610;29
5795171;5931308;367;25722;104;66;24226;143;111;30679;138;120;34713;53;32688;45;30911;30
5795172;5931308;372;26057;110;70;24368;143;116;31014;140;125;35048;53;33130;46;31354;30
5795173;5931308;376;26285;110;70;24368;143;119;31242;143;128;35276;53;33221;46;31445;30
5795174;5931308;373;26095;110;70;24368;143;117;31052;140;126;35086;53;32855;46;31079;30
5795175;5931308;372;26032;110;70;24368;143;116;30989;140;125;35023;53;32992;46;31215;30
5795176;5931308;395;27671;108;68;24179;167;131;40162;165;127;42149;54;32516;47;30739;31
5797069;5931308;378;26454;109;69;26559;125;87;27075;128;116;28519;-1;-1;-1;-1;-1
5797070;5931308;396;27694;109;69;26559;112;88;32058;125;98;39177;51;33313;45;33313;29
5797071;5931308;397;27811;105;66;24361;112;90;32175;125;100;39294;54;34713;47;34713;30
5797072;5931308;371;25964;105;66;24361;97;76;30354;119;86;37472;53;34430;46;34430;30
5797073;5931308;367;25680;105;66;24361;97;72;30069;113;82;37187;51;34514;45;34514;28
5797074;5931308;365;25562;104;66;24116;91;71;29965;113;81;37083;51;33379;45;33379;28
5797075;5931308;368;25770;105;66;24323;97;74;30173;113;84;37292;52;33712;45;33712;29
5797076;5931308;364;25486;104;66;24226;137;108;30444;136;117;34477;53;32334;46;30557;30
5797077;5931308;366;25613;104;66;24226;137;110;30570;137;119;34604;53;32766;45;30990;30
5797078;5931308;371;25947;110;70;24368;143;115;30904;138;123;34938;53;33303;46;31527;30
5797079;5931308;369;25854;110;70;24368;143;113;30811;138;122;34845;53;33140;46;31364;30
5797080;5931308;370;25899;110;70;24368;143;114;30856;138;123;34890;53;32351;46;30574;30
5797081;5931308;370;25885;110;70;24368;143;114;30842;138;123;34876;53;32971;46;31194;30
5797082;5931308;365;25529;108;68;24179;145;129;30281;151;125;42012;54;32502;47;30726;31
5798974;5931308;358;25082;104;66;25128;108;67;25702;110;96;27146;44;29457;39;29457;24
5798975;5931308;401;28054;112;71;26578;116;93;32419;136;102;39537;51;33660;45;33660;29
5798976;5931308;401;28049;112;71;26578;116;93;32413;136;102;39531;51;33548;45;33548;29
5798977;5931308;401;28056;105;66;24361;116;93;32420;136;102;39538;53;34753;46;34753;29
5798978;5931308;364;25495;103;65;23785;97;73;29892;113;83;37011;53;34224;46;34224;29
5798979;5931308;362;25318;102;65;23675;94;71;29716;113;81;36834;53;34583;47;34583;30
5798980;5931308;362;25318;103;65;23794;94;71;29716;113;81;36834;52;33742;45;33742;29
5798981;5931308;366;25590;104;66;24094;97;75;29987;119;85;37106;53;34130;46;34130;30
5798982;5931308;362;25318;104;66;24226;131;106;30276;132;116;37394;53;32194;46;30418;30
5798983;5931308;360;25193;104;66;24226;131;104;30150;130;113;34184;52;32134;45;30358;29
5798984;5931308;360;25186;107;68;23636;129;104;30143;130;113;34177;52;32126;45;30349;29
5798985;5931308;365;25551;107;68;23636;137;109;30508;136;118;34542;52;32018;45;30242;29
5798986;5931308;363;25413;110;70;24368;131;107;30370;134;116;34404;52;32284;45;30507;29
5798987;5931308;367;25669;110;70;24368;137;111;30626;138;119;34660;53;32743;46;30967;30
5798988;5931308;359;25113;105;67;23645;138;123;29865;147;126;42078;53;31978;46;30202;30
5800879;5931308;351;24585;103;65;24791;91;58;25205;101;89;26650;45;29178;39;29178;24
5800880;5931308;355;24864;104;66;25124;98;62;25484;106;93;26929;44;29453;39;29453;24
5800881;5931308;404;28259;104;66;25124;118;96;32623;136;105;39742;51;29081;45;29081;29
5800882;5931308;363;25406;112;71;26578;112;92;30662;129;102;37780;53;36255;46;36255;30
5800883;5931308;363;25442;104;66;24107;118;93;30698;135;102;37816;53;36033;46;36033;30
5800884;5931308;362;25364;103;65;23784;97;72;29785;113;82;36903;52;34041;46;34041;29
5800885;5931308;359;25099;103;65;23773;89;69;29558;113;79;36676;52;33744;45;33744;29
5800886;5931308;356;24951;103;65;23770;91;71;29701;113;81;36820;52;34035;45;34035;29
5800887;5931308;358;25072;104;66;24094;97;75;29975;113;85;37093;52;34119;45;34119;29
5800888;5931308;350;24530;104;66;22883;120;94;29487;124;103;33520;51;31310;44;29534;29
5800889;5931308;356;24934;104;66;22883;127;100;29891;127;109;33924;52;31899;45;30123;29
5800890;5931308;357;25009;104;66;23006;127;101;29967;129;110;34000;52;31812;45;30036;29
5800891;5931308;360;25220;107;68;23579;131;104;30178;132;114;37296;52;31689;45;29913;29
5800892;5931308;359;25157;107;68;23636;129;103;30114;129;112;34148;52;32163;45;30387;29
5800893;5931308;362;25318;107;68;23636;131;106;30276;132;116;37394;52;32704;45;30928;29
5800894;5931308;357;25022;105;67;23645;136;122;29774;141;130;42336;53;31984;46;30208;30
5800895;5931308;354;24783;105;66;23476;135;119;29535;139;130;30877;52;31884;45;30108;30
5802783;5931308;350;24487;102;65;24541;87;57;25107;99;88;26552;45;29175;39;29175;24
5802784;5931308;348;24368;102;65;24541;83;55;24988;99;86;26432;45;29145;39;29145;24
5802785;5931308;352;24646;104;66;25112;93;59;25267;101;90;26711;45;28651;39;28651;24
5802786;5931308;365;25543;104;66;25124;120;94;30799;135;103;37917;53;28833;46;28833;30
5802787;5931308;362;25306;104;66;25124;112;91;30562;129;101;37680;53;36066;46;36066;30
5802788;5931308;359;25108;104;66;24117;112;88;30364;125;98;37482;53;35820;45;35820;30
5802789;5931308;359;25109;104;66;24117;112;88;30364;125;98;37483;53;34282;46;34282;29
5802790;5931308;360;25178;104;66;24167;97;72;29807;113;82;36926;53;33805;46;33805;29
5802791;5931308;353;24679;101;64;23195;94;71;29165;113;81;36283;52;34078;45;34078;29
5802792;5931308;356;24915;101;64;23195;97;74;29401;113;84;36520;52;34380;45;34380;29
5802793;5931308;347;24302;104;66;22883;112;91;29259;119;100;33292;51;31251;44;29475;29
5802794;5931308;352;24637;104;66;22883;120;96;29594;125;105;33628;51;31537;44;29760;29
5802795;5931308;352;24638;104;66;23006;120;96;29595;125;105;33628;52;31538;45;29761;29
5802796;5931308;354;24751;107;68;23566;120;98;29708;125;106;33742;52;31734;44;29957;29
5802797;5931308;359;25112;107;68;23621;127;103;30070;129;112;34103;52;32054;45;30278;29
5802798;5931308;361;25287;105;67;23293;131;105;30244;132;115;37362;52;31797;45;30021;29
5802799;5931308;352;24615;103;65;23058;131;114;29218;133;125;30560;51;31298;44;29521;29
5802800;5931308;351;24536;103;65;23156;131;113;29139;130;124;30481;52;31466;45;29689;30
5802801;5931308;350;24524;104;66;23326;135;118;29507;139;129;30849;52;31825;45;30048;30
5804689;5931308;347;24321;104;66;24447;78;54;24941;93;77;25789;45;28866;40;28866;25
5804690;5931308;345;24150;102;65;24221;78;52;24770;96;83;26215;45;28858;39;28858;24
5804691;5931308;348;24351;107;68;24432;91;59;25295;99;88;25113;43;28841;38;28841;23
5804692;5931308;351;24543;109;69;24437;98;62;25487;101;91;25305;45;29280;40;29280;25
5804693;5931308;362;25307;109;69;24437;112;91;30563;129;101;37681;52;36130;45;36130;29
5804694;5931308;355;24868;105;66;24295;112;85;30124;125;95;37242;52;35736;45;35736;29
5804695;5931308;354;24794;105;66;24295;112;84;30050;123;94;37168;53;34369;46;34369;30
5804696;5931308;350;24518;100;63;22917;89;69;29030;113;79;36148;52;34818;44;34818;29
5804697;5931308;349;24450;100;63;22955;89;68;28935;113;78;36054;51;34414;44;34414;29
5804698;5931308;357;24978;102;65;23553;97;75;29463;119;85;36582;53;34481;45;34481;29
5804699;5931308;344;24080;103;65;22641;112;88;29037;117;97;33070;51;30968;44;29191;29
5804700;5931308;343;24038;102;65;22508;112;87;28995;117;96;33029;51;30908;43;29131;28
5804701;5931308;347;24288;104;66;22992;112;91;29245;119;100;33279;51;31297;44;29521;29
5804702;5931308;348;24352;102;65;22642;112;92;29309;119;101;33342;52;31116;44;29339;29
5804703;5931308;350;24501;105;67;23293;120;94;29458;124;103;33492;52;31290;45;29514;29
5804704;5931308;352;24649;105;67;23293;120;96;29606;125;105;33640;52;31689;45;29913;29
5804705;5931308;348;24371;105;67;23293;129;111;28974;129;122;30316;52;31112;45;29335;29
5804706;5931308;348;24332;103;65;23052;129;110;28934;129;121;30277;51;31401;44;29625;29
5804707;5931308;352;24606;104;66;23326;131;114;29208;133;125;30551;52;31914;45;30138;30
5806593;5931308;348;24336;104;66;24540;72;54;24956;89;71;25351;46;28963;40;28963;25
5806594;5931308;342;23966;101;64;24133;76;49;24586;93;76;25710;45;28616;39;28616;24
5806595;5931308;342;23933;101;64;24031;78;49;24553;96;80;25998;44;28498;39;28498;24
5806596;5931308;345;24117;107;68;24432;83;56;25061;96;85;24879;43;28224;38;28224;23
5806597;5931308;350;24492;109;69;24437;93;61;25436;101;90;25254;47;29134;41;29134;26
5806598;5931308;354;24803;107;68;23935;105;68;25747;106;95;25565;46;29366;40;29366;25
5806599;5931308;353;24704;100;64;22988;112;82;29960;123;92;37078;52;35487;45;35487;29
5806600;5931308;350;24477;100;64;22988;105;79;29732;119;89;36851;51;35344;44;35344;29
5806601;5931308;347;24278;100;63;22917;91;71;29143;113;81;36261;51;34739;44;34739;28
5806602;5931308;351;24560;101;64;23152;89;70;29072;113;80;36190;52;34552;44;34552;29
5806603;5931308;353;24708;101;64;23195;97;72;29220;113;82;36339;52;30913;45;29137;29
5806604;5931308;344;24075;101;64;22360;112;88;29032;117;97;33066;50;30850;43;29074;28
5806605;5931308;339;23762;101;64;22360;112;83;28719;115;92;32753;50;30713;43;28937;28
5806606;5931308;342;23949;102;65;22633;112;86;28907;117;95;32940;51;30774;43;28998;28
5806607;5931308;345;24132;102;65;22640;112;89;29089;118;98;33123;51;31136;44;29360;28
5806608;5931308;349;24452;103;65;22858;118;93;29410;124;102;33443;51;31481;44;29704;28
5806609;5931308;354;24773;105;67;23293;122;98;29730;125;107;33764;52;31661;45;29885;29
5806610;5931308;343;24016;101;64;22403;123;106;28618;126;117;29961;51;30848;44;29072;29
5806611;5931308;345;24176;101;64;22403;128;108;28778;128;119;30121;51;31254;44;29477;29
5806612;5931308;349;24422;102;65;22617;131;116;28191;130;123;30367;51;31404;44;29627;29
5806613;5931308;339;23733;108;68;24350;156;139;29807;146;129;33224;54;32702;47;30926;31
5808496;5931308;348;24393;104;66;24535;73;59;25302;80;65;24986;46;28893;41;28893;25
5808497;5931308;352;24663;105;66;24846;79;59;25283;91;76;25703;47;29341;41;29341;25
5808498;5931308;351;24559;105;67;24716;81;58;25179;93;77;25824;46;29131;41;29131;25
5808499;5931308;339;23718;100;64;23995;78;50;24662;96;79;24480;44;28356;39;28356;24
5808500;5931308;343;24009;114;72;24358;83;54;24953;96;83;24771;46;27929;40;27929;25
5808501;5931308;355;24843;118;75;24513;108;68;25787;106;95;25606;46;29443;41;29443;26
5808502;5931308;355;24855;107;68;23935;108;68;25800;106;95;25618;46;29641;41;29641;26
5808503;5931308;354;24802;105;66;23839;112;84;30058;123;94;37176;46;35616;41;35616;26
5808504;5931308;350;24490;100;64;22988;105;79;29746;119;89;36864;51;35235;44;35235;29
5808505;5931308;344;24111;99;63;22638;97;74;29366;113;84;36485;51;34914;44;34914;28
5808506;5931308;343;24025;99;63;22569;97;74;29354;113;84;36473;51;30883;44;29107;28
5808507;5931308;340;23807;101;64;22414;112;81;28572;114;91;32650;52;30687;44;28911;29
5808508;5931308;337;23622;100;63;22127;99;79;28387;114;88;32465;50;30388;43;28612;28
5808509;5931308;337;23565;99;63;22020;105;81;28523;114;89;32556;50;30463;43;28687;28
5808510;5931308;341;23867;100;63;22130;112;85;28824;115;94;32858;51;30952;44;29176;28
5808511;5931308;339;23746;103;65;22858;112;83;28703;115;92;32737;51;31354;44;29578;28
5808512;5931308;343;23989;103;65;22858;123;105;28592;126;116;29934;51;31539;44;29763;28
5808513;5931308;340;23789;99;63;22127;119;102;28391;125;114;26294;50;30338;43;28562;28
5808514;5931308;339;23703;101;64;22403;119;101;28306;123;113;30084;50;30598;43;28822;28
5808515;5931308;343;23995;102;65;22617;123;105;28597;126;116;29940;51;30862;44;29086;29
5808516;5931308;346;24232;107;68;23162;129;109;28834;128;120;30177;52;31322;44;29545;29
5808517;5931308;343;24008;107;68;23162;130;112;28487;129;118;29429;52;31507;44;29731;29
5808518;5931308;337;23557;107;68;23162;131;118;28872;134;124;29814;54;32981;47;31205;31
5810399;5931308;345;24129;102;65;24233;75;58;24722;72;62;24722;45;28497;39;28497;24
5810400;5931308;347;24307;103;65;24363;77;60;24900;78;64;24900;47;28924;41;28924;26
5810401;5931308;355;24851;105;67;24924;81;62;25472;96;78;25891;47;29478;41;29478;26
5810402;5931308;334;23397;105;67;24924;74;52;24804;91;74;24159;47;28003;41;28003;26
5810403;5931308;335;23468;103;65;23952;74;52;24818;91;75;24230;43;28330;38;28330;23
5810404;5931308;344;24114;118;75;24513;83;56;25058;96;85;24876;44;27936;39;27936;24
5810405;5931308;356;24900;118;75;24513;108;69;25844;110;96;25662;46;29596;41;29596;25
5810406;5931308;357;25006;105;66;23839;108;71;25950;110;97;25768;47;29691;41;29691;26
5810407;5931308;360;25170;104;66;23657;108;73;26114;116;100;25932;51;31359;44;29582;28
5810408;5931308;349;24426;100;63;22582;99;78;29681;119;88;36800;51;31024;44;29248;28
5810409;5931308;340;23814;98;62;22443;91;71;28326;113;81;35444;51;30649;43;28872;28
5810410;5931308;337;23624;97;62;22156;89;68;28136;113;78;35255;50;30471;43;28694;28
5810411;5931308;341;23878;97;62;22177;112;82;28643;115;92;32721;50;30635;43;28859;28
5810412;5931308;333;23329;99;63;22053;97;74;28094;110;84;35212;50;30331;43;28554;28
5810413;5931308;331;23172;97;61;21624;97;75;28129;110;84;32163;50;30118;43;28341;28
5810414;5931308;333;23343;99;62;21942;97;77;28300;111;86;32334;50;30380;43;28604;28
5810415;5931308;339;23751;99;62;21942;112;83;28708;115;92;32742;50;30697;43;28920;28
5810416;5931308;335;23433;103;65;22858;116;97;28036;119;109;29814;50;30126;43;28349;28
5810417;5931308;334;23401;99;63;22127;116;97;28004;117;108;29782;50;30205;43;28429;28
5810418;5931308;338;23659;99;63;22127;119;101;28262;123;112;30040;50;30635;43;28859;28
5810419;5931308;346;24194;100;64;22577;128;108;28796;128;119;30138;51;30986;44;29210;29
5810420;5931308;346;24212;107;68;23162;130;114;28590;129;120;29531;52;31389;44;29613;29
5810421;5931308;340;23816;107;68;23162;130;112;28475;129;118;29416;52;31496;44;29720;29
5810422;5931308;338;23678;107;68;23162;131;116;28717;130;121;29658;49;32816;43;31040;29
5810423;5931308;332;23258;102;64;23229;148;136;31518;141;122;32748;49;29098;43;29098;29
5810457;5931308;271;18996;82;52;19596;79;65;22148;74;60;23480;39;25916;34;25917;22
5810458;5931308;267;18712;85;54;18794;78;63;22011;74;58;23344;39;26470;34;26472;22
5810462;5931308;264;18462;84;53;18825;68;58;21804;64;48;21804;40;22615;34;22140;22
5810463;5931308;264;18456;84;53;18749;62;55;21580;59;45;21580;40;22686;34;22211;22
5810464;5931308;264;18497;84;53;18781;62;58;21782;60;48;21782;38;25227;33;25257;22
5812300;5931308;338;23695;101;64;23835;70;52;24288;66;56;24288;45;28105;39;28105;24
5812301;5931308;342;23926;102;64;24038;73;55;24519;72;59;24519;45;28582;39;28582;24
5812302;5931308;346;24233;102;65;24179;77;59;24826;75;63;24826;45;29009;39;29009;24
5812303;5931308;334;23409;105;67;24924;79;60;25376;91;75;24171;43;29542;38;29542;23
5812304;5931308;331;23156;103;65;23952;77;57;25130;89;71;23918;43;27773;38;27773;23
5812305;5931308;332;23206;103;65;23952;77;58;25187;89;72;23968;42;27341;38;27341;23
5812306;5931308;333;23319;102;65;23732;77;61;23954;91;73;24081;45;28199;39;28199;24
5812307;5931308;335;23457;102;64;23629;84;72;24219;91;75;24219;45;28077;39;28077;24
5812308;5931308;340;23779;102;64;23302;103;90;25432;101;93;25432;47;29293;42;29293;26
5812309;5931308;340;23791;104;66;23657;105;83;25318;106;93;25445;51;31292;44;29516;28
5812310;5931308;343;23988;101;64;22667;108;86;25515;106;96;25642;51;31099;44;29322;28
5812311;5931308;339;23760;100;64;22643;91;70;28272;113;80;35390;50;30652;43;28876;28
5812312;5931308;335;23461;97;61;22044;89;66;28028;111;76;35147;50;30401;43;28624;28
5812313;5931308;333;23289;96;61;21832;89;70;28243;110;80;35361;49;30111;42;28335;27
5812314;5931308;332;23217;96;61;21805;91;70;27800;106;80;34919;50;30128;43;28351;28
5812315;5931308;327;22913;96;61;21469;94;73;27984;105;82;32018;49;29825;42;28048;27
5812316;5931308;330;23115;97;62;21685;97;76;27676;109;86;32310;49;30195;42;28419;28
5812317;5931308;334;23361;97;62;21685;105;79;27922;111;89;32556;49;30602;42;28826;28
5812318;5931308;333;23297;97;62;21685;116;95;27900;114;107;29678;49;29984;42;28208;28
5812319;5931308;331;23150;99;63;22127;110;93;27753;113;105;29531;49;30214;42;28438;28
5812320;5931308;343;23993;100;64;22577;123;105;28595;126;116;29938;51;30703;44;28927;29
5812321;5931308;343;24015;100;64;22577;123;106;28618;126;117;29960;51;31071;44;29295;29
5812322;5931308;344;24064;100;64;22577;125;105;27944;124;110;28885;51;31499;44;29723;29
5812323;5931308;347;24302;107;68;23162;127;108;28201;127;114;29142;51;30845;44;29069;29
5812324;5931308;344;24111;105;67;23475;131;117;28794;131;123;29735;49;29287;43;29287;29
5812325;5931308;334;23358;105;67;23475;148;136;31478;141;120;31816;49;29105;43;29105;29
5812353;5931308;267;18687;78;49;18599;64;52;25003;71;51;25003;37;24439;31;24441;20
5812354;5931308;270;18892;79;50;18897;66;55;25210;73;54;25210;37;24658;32;24660;20
5812355;5931308;278;19444;81;51;19475;71;63;25785;78;62;25785;38;24796;33;24798;21
5812356;5931308;276;19325;81;51;19471;68;61;25645;75;60;25645;38;25218;32;25219;21
5812358;5931308;275;19257;81;52;19749;87;75;22544;88;69;22544;38;25898;33;25899;21
5812359;5931308;272;19056;84;53;18533;85;72;22342;82;66;22342;40;25927;35;25928;22
5812360;5931308;267;18720;84;53;18584;83;68;22007;79;62;22007;40;26876;35;26878;22
5812361;5931308;265;18582;86;54;18814;79;67;21697;71;57;21697;40;26848;35;26850;22
5812362;5931308;262;18369;83;53;18483;72;59;21230;70;56;22485;39;22640;34;22165;22
5812363;5931308;261;18256;83;53;18472;69;59;21113;70;54;22372;39;22570;34;22095;22
5812364;5931308;260;18223;83;52;18457;66;54;21089;61;44;21089;39;22469;33;21994;22
5812365;5931308;262;18319;83;52;18462;66;55;21196;61;45;21196;39;22812;33;22337;22
5812366;5931308;260;18222;83;53;18583;66;57;23148;65;59;22708;39;25439;34;25470;23
5814173;5931308;446;31196;135;85;31395;114;91;33134;131;91;33134;62;39321;53;39309;35
5814174;5931308;455;31874;138;88;32016;118;101;33812;136;101;33812;62;39961;53;39950;36
5814175;5931308;457;31966;138;88;32016;118;102;33904;136;102;33904;63;38463;54;38452;36
5814176;5931308;426;29814;124;79;30054;149;134;35974;157;132;35974;60;36848;51;36837;33
5814201;5931308;336;23509;100;63;23693;68;49;24102;66;53;24102;44;28124;39;28124;24
5814202;5931308;339;23758;101;64;23876;70;52;24351;66;56;24351;45;27785;39;27785;24
5814203;5931308;346;24250;98;62;23267;77;59;24843;75;63;24843;44;28719;38;28719;24
5814204;5931308;331;23200;98;62;23267;77;60;23835;89;72;23962;44;27806;38;27806;24
5814205;5931308;328;22931;97;61;22894;72;56;23566;89;68;23693;43;27440;38;27440;23
5814206;5931308;328;22928;103;65;23834;72;56;23564;89;68;23690;42;27194;37;27194;23
5814207;5931308;330;23075;102;64;23629;75;58;23711;89;70;23837;44;27832;39;27832;24
5814208;5931308;332;23238;100;63;23312;77;60;23874;89;72;24000;45;27969;39;27969;24
5814209;5931308;338;23631;102;64;23302;103;88;25285;101;91;25285;47;29121;41;29121;26
5814210;5931308;337;23568;102;64;23302;103;87;25221;101;90;25221;47;29113;41;29113;26
5814211;5931308;340;23784;101;64;22667;103;90;25438;101;93;25438;51;31342;44;29565;28
5814212;5931308;341;23841;98;62;22293;94;71;28353;113;81;35471;50;30813;43;29037;28
5814213;5931308;336;23495;98;62;22293;94;72;28381;111;82;35499;50;30733;43;28956;28
5814214;5931308;331;23144;96;61;21600;89;68;27659;108;78;34777;49;29982;42;28206;27
5814215;5931308;329;23006;95;60;21499;89;66;27521;105;76;34639;49;30021;42;28245;27
5814216;5931308;325;22745;96;61;21787;91;70;27306;105;81;34424;50;29699;43;27922;28
5814217;5931308;325;22766;97;62;21685;91;71;27328;105;82;34446;49;29654;42;27878;28
5814218;5931308;326;22833;97;62;21685;91;72;27394;108;83;34513;49;30290;42;28514;28
5814219;5931308;330;23093;94;60;21095;104;92;27695;112;104;29474;49;29894;42;28118;28
5814220;5931308;327;22909;94;60;21095;103;90;27511;110;101;29290;49;29974;42;28198;28
5814221;5931308;347;24259;100;64;22577;129;109;28861;128;120;30204;49;31053;42;29277;28
5814222;5931308;347;24278;100;64;22577;129;109;28881;129;120;30223;51;31243;44;29466;29
5814223;5931308;341;23846;109;69;22374;122;102;27726;118;107;28667;51;30766;44;28989;29
5814224;5931308;340;23799;109;69;22374;122;101;27679;116;107;28620;51;30855;44;29078;30
5814225;5931308;335;23457;109;69;22391;148;136;31474;141;120;31812;52;29336;45;29336;30
5814226;5931308;332;23222;105;67;23475;145;132;31240;138;117;31577;52;29162;45;29162;30
5814227;5931308;327;22908;105;67;23475;138;128;30925;135;112;31263;49;29322;43;29322;29
5814253;5931308;260;18173;75;48;18010;66;56;25396;75;57;25370;36;24487;31;24489;20
5814254;5931308;262;18365;78;49;18599;78;61;21065;79;58;21065;37;24701;31;24703;20
5814255;5931308;262;18312;79;50;18960;76;60;21012;73;57;21012;37;24876;32;24878;20
5814256;5931308;280;19605;81;51;19483;74;66;25947;84;65;25947;39;25279;33;25280;21
5814257;5931308;286;20051;84;54;20084;83;72;26371;89;71;26371;39;25762;33;25763;21
5814258;5931308;282;19753;83;53;19817;78;68;26072;84;67;26072;38;25604;33;25605;21
5814259;5931308;285;19974;84;53;19950;79;71;26293;89;70;26293;39;25873;33;25875;21
5814260;5931308;272;19032;84;53;18533;84;72;22318;80;66;22318;40;21593;35;21492;22
5814261;5931308;268;18777;84;53;18533;83;68;22063;79;62;22063;40;27071;35;22005;23
5814262;5931308;266;18637;82;52;18295;77;64;21498;70;54;21498;40;26944;34;26946;22
5814263;5931308;265;18525;82;52;18180;76;63;21385;70;58;22640;40;27204;34;22235;22
5814264;5931308;259;18096;83;53;18352;68;55;20968;67;47;20968;39;22320;33;21845;22
5814265;5931308;255;17832;82;52;18159;65;53;20718;62;43;20718;38;22049;33;21574;22
